% xp_CH{10}.XP{2} cell 4
% rplot arguments 89, image, verbose, cell, control, dataout
%  exposure input
179.00   -0.0000
180.00   -0.0000
181.00   -0.0000
182.00   -0.0000
183.00   -0.0000
184.00   -0.0000
185.00   -0.0000
186.00   -0.0000
187.00   -0.0000
188.00   -0.0000
189.00   -0.0000
190.00   -0.0000
191.00   -0.0000
192.00   -0.0000
193.00   -0.0000
194.00   -0.0000
195.00   -0.0000
196.00   -0.0000
197.00   -0.0000
198.00   -0.0000
199.00   -0.0000
200.00   -0.0000
201.00    0.9840
202.00    0.9824
203.00    0.9764
204.00    0.9761
205.00   -0.0000
206.00   -0.0000
207.00   -0.0000
208.00   -0.0000
209.00   -0.0000
210.00   -0.0000
211.00   -0.0000
212.00   -0.0000
213.00   -0.0000
214.00   -0.0000
215.00   -0.0000
216.00   -0.0000
217.00   -0.0000
218.00   -0.0000
219.00   -0.0000
220.00   -0.0000
221.00   -0.0000
222.00   -0.0000
223.00   -0.0000
224.00   -0.0000
225.00   -0.0000
226.00   -0.0000
227.00   -0.0000
228.00   -0.0000
229.00   -0.0000
230.00   -0.0000
231.00   -0.0000
232.00   -0.0000
233.00   -0.0000
234.00   -0.0000
235.00   -0.0000
236.00   -0.0000
237.00   -0.0000
238.00   -0.0000
239.00   -0.0000
240.00   -0.0000
241.00   -0.0000
242.00   -0.0000
243.00   -0.0000
244.00   -0.0000
245.00   -0.0000
246.00   -0.0000
247.00   -0.0000
248.00   -0.0000
249.00   -0.0000
250.00   -0.0000
251.00   -0.0000
252.00   -0.0000
253.00   -0.0000
254.00   -0.0000
255.00   -0.0000
256.00   -0.0000
257.00   -0.0000
258.00   -0.0000
259.00   -0.0000

