% xp_CH{10}.XP{2} cell 4
% rplot arguments 89, image, verbose, cell, control, dataout
%  observed response
  0.00    1.0038
  1.00    1.0053
  2.00    0.9937
  3.00    0.9879
  4.00    1.0093
  5.00    1.0049
  6.00    0.9994
  7.00    1.0083
  8.00    0.9813
  9.00    0.9728
 10.00    0.9988
 11.00    1.0204
 12.00    0.9952
 13.00    0.9781
 14.00    0.9812
 15.00    1.0011
 16.00    0.9884
 17.00    1.0005
 18.00    1.0020
 19.00    1.0005
 20.00    0.9943
 21.00    1.0069
 22.00    1.0782
 23.00    1.5734
 24.00    2.1380
 25.00    2.5597
 26.00    2.8772
 27.00    2.9906
 28.00    3.0224
 29.00    3.0061
 30.00    2.9902
 31.00    2.9490
 32.00    2.9019
 33.00    2.8482
 34.00    2.7826
 35.00    2.7162
 36.00    2.6705
 37.00    2.6087
 38.00    2.5407
 39.00    2.4887
 40.00    2.4084
 41.00    2.3646
 42.00    2.2809
 43.00    2.2249
 44.00    2.1615
 45.00    2.1046
 46.00    2.0484
 47.00    1.9924
 48.00    1.9426
 49.00    1.9113
 50.00    1.8606
 51.00    1.8196
 52.00    1.7916
 53.00    1.7580
 54.00    1.7213
 55.00    1.6785
 56.00    1.6450
 57.00    1.6224
 58.00    1.5905
 59.00    1.5660
 60.00    1.5359
 61.00    1.5091
 62.00    1.4959
 63.00    1.4759
 64.00    1.4510
 65.00    1.4299
 66.00    1.4207
 67.00    1.4093
 68.00    1.4079
 69.00    1.3769
 70.00    1.3640
 71.00    1.3442
 72.00    1.3306
 73.00    1.3034
 74.00    1.2967
 75.00    1.2805
 76.00    1.2804
 77.00    1.2604
 78.00    1.2680
 79.00    1.2425
 80.00    1.2554
