% xp_CH{10}.XP{2} cell 4
% rplot arguments 89, image, verbose, cell, control, dataout
%  model response
  0.00    1.0047
  1.00    1.0047
  2.00    1.0047
  3.00    1.0046
  4.00    1.0045
  5.00    1.0043
  6.00    1.0042
  7.00    1.0041
  8.00    1.0039
  9.00    1.0038
 10.00    1.0036
 11.00    1.0035
 12.00    1.0033
 13.00    1.0032
 14.00    1.0030
 15.00    1.0029
 16.00    1.0028
 17.00    1.0027
 18.00    1.0025
 19.00    1.0024
 20.00    1.0023
 21.00    1.0022
 22.00    1.0021
 23.00    1.4711
 24.00    1.9644
 25.00    2.4686
 26.00    2.9778
 27.00    3.0203
 28.00    3.0317
 29.00    3.0200
 30.00    2.9909
 31.00    2.9492
 32.00    2.8985
 33.00    2.8416
 34.00    2.7806
 35.00    2.7171
 36.00    2.6525
 37.00    2.5876
 38.00    2.5233
 39.00    2.4599
 40.00    2.3979
 41.00    2.3375
 42.00    2.2790
 43.00    2.2225
 44.00    2.1680
 45.00    2.1155
 46.00    2.0652
 47.00    2.0168
 48.00    1.9705
 49.00    1.9262
 50.00    1.8838
 51.00    1.8432
 52.00    1.8045
 53.00    1.7675
 54.00    1.7321
 55.00    1.6983
 56.00    1.6661
 57.00    1.6353
 58.00    1.6060
 59.00    1.5779
 60.00    1.5512
 61.00    1.5257
 62.00    1.5014
 63.00    1.4782
 64.00    1.4561
 65.00    1.4349
 66.00    1.4148
 67.00    1.3956
 68.00    1.3773
 69.00    1.3598
 70.00    1.3431
 71.00    1.3273
 72.00    1.3121
 73.00    1.2976
 74.00    1.2839
 75.00    1.2707
 76.00    1.2582
 77.00    1.2462
 78.00    1.2348
 79.00    1.2239
 80.00    1.2136
